Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category
Index,Unmatched (Index),"Rosso, Andrea del (grandfather of Andrea, Lorenzo, and Ottavio del Rosso)",E21 Person,,,,Q-R,Unmatched Index Entry,Andrea del Rosso,Person
Index,Unmatched (Index),"Rosso, Giovanni Battista del",E21 Person,,,,Q-R,Unmatched Index Entry,Giovanni Battista del Rosso,Person
Index,Unmatched (Index),"Rosso, Nicola del",E21 Person,,,,Q-R,Unmatched Index Entry,Nicola del Rosso,Person
Index,Unmatched (Index),Royal Collection,E22 Man-Made Object,,,,Q-R,Unmatched Index Entry,Royal Collection,Work
Index,Unmatched (Index),"Ruspoli, Marchese",E22 Man-Made Object,,,,Q-R,Unmatched Index Entry,Ruspoli,Person (Reclassified)
Index,Unmatched (Index),"Sagredo, Gherardo",E21 Person,,,,S,Unmatched Index Entry,Gherardo Sagredo,Person
Index,Unmatched (Index),"Sagredo, Niccolò",E21 Person,,,,S,Unmatched Index Entry,Niccolò Sagredo,Person
Index,Unmatched (Index),"Sagredo, Stefano",E21 Person,,,,S,Unmatched Index Entry,Stefano Sagredo,Person
Index,Unmatched (Index),"Sagrestani, Giovan Camillo",E21 Person,,,,S,Unmatched Index Entry,Giovan Camillo Sagrestani,Person
Index,Unmatched (Index),"Saint-Non, Abbé de",E21 Person,,,,S,Unmatched Index Entry,Abbé de Saint-Non,Person
Index,Unmatched (Index),"Saint-Sauveur, Monsieur de",E21 Person,,,,S,Unmatched Index Entry,Monsieur de Saint-Sauveur,Person
Index,Unmatched (Index),"Saluzzi, Alessandro",E21 Person,,,,S,Unmatched Index Entry,Alessandro Saluzzi,Person
Index,Unmatched (Index),Salviati family,E74 Group,,,,S,Unmatched Index Entry,Salviati family,Place
Index,Unmatched (Index),"San Rocco, Scuola di",E74 Group,,,,S,Unmatched Index Entry,"San Rocco, Scuola di",Place
Index,Unmatched (Index),Sandi palace,E22 Man-Made Object,,,,S,Unmatched Index Entry,Palazzo Sandi,Place (Reclassified)
Index,Unmatched (Index),"Santi, Giovan Gioseffo",E21 Person,,,,S,Unmatched Index Entry,Giovan Gioseffo Santi,Person
Index,Unmatched (Index),"Santi, Tommaso de'",E21 Person,,,,S,Unmatched Index Entry,Tommaso de' Santi,Person
Index,Unmatched (Index),Sassoferrato (Giovan Battista Salvi),E21 Person,,,,S,Unmatched Index Entry,Sassoferrato,Person
Index,Unmatched (Index),"Savelli, Cardinal",E21 Person,,,,S,Unmatched Index Entry,Savelli,Person
Index,Unmatched (Index),Savoy,E53 Place,,,,S,Unmatched Index Entry,Savoy,Place
Index,Unmatched (Index),"Savoy, Adelaide Enrichetta of",E21 Person,,,,S,Unmatched Index Entry,Adelaide Enrichetta of Savoy,Person
Index,Unmatched (Index),"Savoy, Anne Marie of",E21 Person,,,,S,Unmatched Index Entry,Anne Marie of Savoy,Person
Index,Unmatched (Index),"Savoy, Cardinal Maurizio of",E21 Person,,,,S,Unmatched Index Entry,Maurizio of Savoy,Person
Index,Unmatched (Index),"Savoy, Carlo Emmanuele III of",E21 Person,,,,S,Unmatched Index Entry,Carlo Emmanuele III of Savoy,Person
Index,Unmatched (Index),"Savoy, Duchess of",E21 Person,,,,S,Unmatched Index Entry,Of Savoy,Person
Index,Unmatched (Index),"Savoy, Vittorio Amedeo II, Duke of",E21 Person,,,,S,Unmatched Index Entry,"Vittorio Amedeo II, of Savoy",Person
Index,Unmatched (Index),Scalzi,E74 Group,,,,S,Unmatched Index Entry,Scalzi,Place
Index,Unmatched (Index),"Scaramuccia, Luigi",E21 Person,,,,S,Unmatched Index Entry,Luigi Scaramuccia,Person
Index,Unmatched (Index),"Scarselli, Abate",E21 Person,,,,S,Unmatched Index Entry,Scarselli,Person
Index,Unmatched (Index),"Schedoni, Bartolommeo",E21 Person,,,,S,Unmatched Index Entry,Bartolommeo Schedoni,Person
Index,Unmatched (Index),"Schulenburg, Marshal Johann Matthias",E21 Person,,,,S,Unmatched Index Entry,Marshal Johann Matthias Schulenburg,Person
Index,Unmatched (Index),"Schut, Corneille",E21 Person,,,,S,Unmatched Index Entry,Corneille Schut,Person
Index,Unmatched (Index),Schönborn family,E74 Group,,,,S,Unmatched Index Entry,Schönborn family,Place
Index,Unmatched (Index),"Schönborn, Friedrich Karl",E21 Person,,,,S,Unmatched Index Entry,Friedrich Karl Schönborn,Person
Index,Unmatched (Index),"Schönborn, Johann Philip Franz",E21 Person,,,,S,Unmatched Index Entry,Johann Philip Franz Schönborn,Person
Index,Unmatched (Index),"Schönborn, Lothar Franz von",E21 Person,,,,S,Unmatched Index Entry,Lothar Franz von Schönborn,Person
Index,Unmatched (Index),Seneca,E21 Person,,,,S,Unmatched Index Entry,Seneca,Person
Index,Unmatched (Index),"Serra, Mgr Giacomo",E21 Person,,,,S,Unmatched Index Entry,Mgr Giacomo Serra,Person
Index,Unmatched (Index),"Servient, Abbé de",E21 Person,,,,S,Unmatched Index Entry,Abbé de Servient,Person
Index,Unmatched (Index),Servizio particolare,E28 Conceptual Object,,,,S,Unmatched Index Entry,Servizio particolare,Work
Index,Unmatched (Index),"Sfondrato, Cardinal",E21 Person,,,,S,Unmatched Index Entry,Sfondrato,Person
Index,Unmatched (Index),"Shaftesbury, 1st Earl of",E21 Person,,,,S,Unmatched Index Entry,1st of Shaftesbury,Person
Index,Unmatched (Index),"Shaftesbury, 3rd Earl of",E21 Person,,,,S,Unmatched Index Entry,3rd of Shaftesbury,Person
Index,Unmatched (Index),Shakespeare,E21 Person,,,,S,Unmatched Index Entry,Shakespeare,Person
Index,Unmatched (Index),"Silva, Don Carlo",E21 Person,,,,S,Unmatched Index Entry,Carlo Silva,Person
Index,Unmatched (Index),"Skala, Giovanni Dubravio",E21 Person,,,,S,Unmatched Index Entry,Giovanni Dubravio Skala,Person
Index,Unmatched (Index),"Skippe, John",E21 Person,,,,S,Unmatched Index Entry,John Skippe,Person
Index,Unmatched (Index),"Skippon, Philip",E21 Person,,,,S,Unmatched Index Entry,Philip Skippon,Person
Index,Unmatched (Index),Social position of the artist,E28 Conceptual Object,,,,S,Unmatched Index Entry,Social position of the artist,Work
Index,Unmatched (Index),Soderini family,E74 Group,,,,S,Unmatched Index Entry,Soderini family,Place
Index,Unmatched (Index),"Soldani, Massimiliano",E21 Person,,,,S,Unmatched Index Entry,Massimiliano Soldani,Person
Index,Unmatched (Index),"Sole, Giovan Gioseffo dal",E21 Person,,,,S,Unmatched Index Entry,Giovan Gioseffo dal Sole,Person
Index,Unmatched (Index),"Spada, Cardinal Bernardino",E21 Person,,,,S,Unmatched Index Entry,Bernardino Spada,Person
Index,Unmatched (Index),"Spadaro, Micco",E21 Person,,,,S,Unmatched Index Entry,Micco Spadaro,Person
Index,Unmatched (Index),"Spanish Succession, War of",E5 Event,,,,S,Unmatched Index Entry,"Spanish Succession, War of",Work
Index,Unmatched (Index),Spanish patronage,E28 Conceptual Object,,,,S,Unmatched Index Entry,Spanish patronage,Work
Index,Unmatched (Index),"Spectator, The",E21 Person,,,,S,Unmatched Index Entry,The Spectator,Person
Index,Unmatched (Index),"St Petersburg, Venetian artists in",E21 Person,,,,S,Unmatched Index Entry,Venetian artists in St Petersburg,Person
Index,Unmatched (Index),"Stael, Cornelius de",E21 Person,,,,S,Unmatched Index Entry,Cornelius de Stael,Person
Index,Unmatched (Index),"Stanislas Poniatowski, King of Poland",E21 Person,,,,S,Unmatched Index Entry,Of Poland Stanislas Poniatowski,Person
Index,Unmatched (Index),"Stazio, Andrea",E21 Person,,,,S,Unmatched Index Entry,Andrea Stazio,Person
Index,Unmatched (Index),Stendhal,E21 Person,,,,S,Unmatched Index Entry,Stendhal,Person
Index,Unmatched (Index),Stoicism in 17th century,E28 Conceptual Object,,,,S,Unmatched Index Entry,Stoicism in 17th century,Work
Index,Unmatched (Index),"Storer, Cristoforo",E21 Person,,,,S,Unmatched Index Entry,Cristoforo Storer,Person
Index,Unmatched (Index),"Styles, Benjamin",E21 Person,,,,S,Unmatched Index Entry,Benjamin Styles,Person
Index,Unmatched (Index),Superstition in Rome,E53 Place,,,,S,Unmatched Index Entry,Superstition in Rome,Place
Index,Unmatched (Index),"Swanevelt, Hermann",E21 Person,,,,S,Unmatched Index Entry,Hermann Swanevelt,Person
Index,Unmatched (Index),"Sweerts, Michael",E21 Person,,,,S,Unmatched Index Entry,Michael Sweerts,Person
Index,Unmatched (Index),"Tankerville, Lord",E21 Person,,,,T,Unmatched Index Entry,Tankerville,Person
Index,Unmatched (Index),"Tarso, Archbishop of",E22 Man-Made Object,,,,T,Unmatched Index Entry,"Tarso, Archbishop of",Work
Index,Unmatched (Index),"Tassis, Count",E21 Person,,,,T,Unmatched Index Entry,Tassis,Person
Index,Unmatched (Index),"Tencala, Cristoforo",E21 Person,,,,T,Unmatched Index Entry,Cristoforo Tencala,Person
Index,Unmatched (Index),"Teniers, David",E21 Person,,,,T,Unmatched Index Entry,David Teniers,Person
Index,Unmatched (Index),"Teodoli, Marchese",E22 Man-Made Object,,,,T,Unmatched Index Entry,Teodoli,Person (Reclassified)
Index,Unmatched (Index),"Tesi, Mauro",E21 Person,,,,T,Unmatched Index Entry,Mauro Tesi,Person
Index,Unmatched (Index),"Tessin, Count Carl Gustav",E21 Person,,,,T,Unmatched Index Entry,Carl Gustav Tessin,Person
Index,Unmatched (Index),"Tessin, Nicodemus, the Younger",E21 Person,,,,T,Unmatched Index Entry,"Nicodemus, the Younger Tessin",Person
Index,Unmatched (Index),"Théodon, Jean Baptiste",E21 Person,,,,T,Unmatched Index Entry,Jean Baptiste Théodon,Person
Index,Unmatched (Index),"Tiepolo, Giambattista",E21 Person,,,,T,Unmatched Index Entry,Giambattista Tiepolo,Person
Index,Unmatched (Index),"Tiepolo, Gian Domenico",E21 Person,,,,T,Unmatched Index Entry,Gian Domenico Tiepolo,Person
Index,Unmatched (Index),Tintoretto,E21 Person,,,,T,Unmatched Index Entry,Jacopo Robusti,Person
Index,Unmatched (Index),Titles granted to artists,E28 Conceptual Object,,,,T,Unmatched Index Entry,Titles granted to artists,Work
Index,Unmatched (Index),"Tofts, Katherine",E21 Person,,,,T,Unmatched Index Entry,Katherine Tofts,Person
Index,Unmatched (Index),"Toni, Don Pietro Antonio",E21 Person,,,,T,Unmatched Index Entry,Pietro Antonio Toni,Person
Index,Unmatched (Index),"Toninotto, Padre Giuseppe",E21 Person,,,,T,Unmatched Index Entry,Padre Giuseppe Toninotto,Person
Index,Unmatched (Index),"Torelli, Giuseppe",E21 Person,,,,T,Unmatched Index Entry,Giuseppe Torelli,Person
Index,Unmatched (Index),"Torresani, Andrea",E21 Person,,,,T,Unmatched Index Entry,Andrea Torresani,Person
Index,Unmatched (Index),"Triga, G.",E21 Person,,,,T,Unmatched Index Entry,G. Triga,Person
Index,Unmatched (Index),"Tron, Caterina Dolfin",E21 Person,,,,T,Unmatched Index Entry,Caterina Dolfin Tron,Person
Index,Unmatched (Index),"Troy, François de",E21 Person,,,,T,Unmatched Index Entry,François de Troy,Person
Index,Unmatched (Index),Turin,E53 Place,,,,T,Unmatched Index Entry,Turin,Place
Index,Unmatched (Index),"Uccelli, Ferdinando",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Ferdinando Uccelli,Person
Index,Unmatched (Index),Udine,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Udine,Place
Index,Unmatched (Index),"Udney, John",E21 Person,,,,UVWXYZ,Unmatched Index Entry,John Udney,Person
Index,Unmatched (Index),"Urbino, Francesco Maria della Rovere, Duke of",E21 Person,,,,UVWXYZ,Unmatched Index Entry,"Francesco Maria della Rovere, of Urbino",Person
Index,Unmatched (Index),"Urbino, devolution to Papacy",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Devolution to Papacy Urbino,Person
Index,Unmatched (Index),"Utrecht, Treaty of",E5 Event,,,,UVWXYZ,Unmatched Index Entry,"Utrecht, Treaty of",Work
Index,Unmatched (Index),"Vacchelli, Giuliano",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Giuliano Vacchelli,Person
Index,Unmatched (Index),Vaduz,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Vaduz,Place
Index,Unmatched (Index),"Valentin, art dealer",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Art dealer Valentin,Person
Index,Unmatched (Index),"Valeriani, Domenico and Giuseppe",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Domenico and Giuseppe Valeriani,Person
Index,Unmatched (Index),"Valeriano, Padre",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Padre Valeriano,Person
Index,Unmatched (Index),"Vallisnieri, Antonio",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Antonio Vallisnieri,Person
Index,Unmatched (Index),Valmarana family,E74 Group,,,,UVWXYZ,Unmatched Index Entry,Valmarana family,Place
Index,Unmatched (Index),"Valmarana, Leonardo",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Leonardo Valmarana,Person
Index,Unmatched (Index),"Vandeneynde, Jan",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Jan Vandeneynde,Person
Index,Unmatched (Index),"Vandières, Marquis de (later Marquis de Marigny)",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Marquis de Vandières,Person
Index,Unmatched (Index),"Vanetti, Valerio",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Valerio Vanetti,Person
Index,Unmatched (Index),"Varotari, Alessandro ('il Padovanino')",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Alessandro Varotari,Person
Index,Unmatched (Index),"Vassalli, Alessandro",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Alessandro Vassalli,Person
Index,Unmatched (Index),Vatican palace,E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry,Palazzo Vatican,Place (Reclassified)
Index,Unmatched (Index),"Veith, Giovanni Adalbertho",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Giovanni Adalbertho Veith,Person
Index,Unmatched (Index),Velasquez,E21 Person,,,,UVWXYZ,Unmatched Index Entry,Velasquez,Person
Index,Unmatched (Index),"Venezia, Padre Antonio da",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Padre Antonio da Venezia,Person
Index,Unmatched (Index),Venice,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Venice,Place
Index,Unmatched (Index),"Venturi, Professor Franco",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Professor Franco Venturi,Person
Index,Unmatched (Index),"Vianello, Dr Giovanni",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Giovanni Vianello,Person
Index,Unmatched (Index),Vicenza,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Vicenza,Place
Index,Unmatched (Index),Vienna,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Vienna,Place
Index,Unmatched (Index),Virgil,E21 Person,,,,UVWXYZ,Unmatched Index Entry,Virgil,Person
Index,Unmatched (Index),"Virtuosi, Congregazione dei",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Congregazione dei Virtuosi,Person
Index,Unmatched (Index),"Visconti, Antonio Maria",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Antonio Maria Visconti,Person
Index,Unmatched (Index),Vitruvius,E21 Person,,,,UVWXYZ,Unmatched Index Entry,Vitruvius,Person
Index,Unmatched (Index),"Vittrice, Alessandro",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Alessandro Vittrice,Person
Index,Unmatched (Index),"Vivant-Denon, Dominique",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Dominique Vivant-Denon,Person
Index,Unmatched (Index),"Wael, Cornelius de",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Cornelius de Wael,Person
Index,Unmatched (Index),"Wael, Jean-Baptiste de",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Jean-Baptiste de Wael,Person
Index,Unmatched (Index),"Waldstein, Count of",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Of Waldstein,Person
Index,Unmatched (Index),"Wars of late 17th century, influence on art patronage",E28 Conceptual Object,,,,UVWXYZ,Unmatched Index Entry,"Wars of late 17th century, influence on art patronage",Work
Index,Unmatched (Index),"Waterhouse, E. K.",E21 Person,,,,UVWXYZ,Unmatched Index Entry,E. K. Waterhouse,Person
Index,Unmatched (Index),"Watson, F. J. B.",E21 Person,,,,UVWXYZ,Unmatched Index Entry,F. J. B. Watson,Person
Index,Unmatched (Index),"Watteau, Antoine",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Antoine Watteau,Person
Index,Unmatched (Index),"Werff, Adrian van der",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Adrian van der Werff,Person
Index,Unmatched (Index),"White Hill, Battle of",E5 Event,,,,UVWXYZ,Unmatched Index Entry,"White Hill, Battle of",Work
Index,Unmatched (Index),Widmann country house,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Widmann country house,Place
Index,Unmatched (Index),Widmann family,E74 Group,,,,UVWXYZ,Unmatched Index Entry,Widmann family,Place
Index,Unmatched (Index),Widmann palace,E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry,Palazzo Widmann,Place (Reclassified)
Index,Unmatched (Index),"Winckelmann, J. J.",E21 Person,,,,UVWXYZ,Unmatched Index Entry,J. J. Winckelmann,Person
Index,Unmatched (Index),"Wouwermans, Philips",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Philips Wouwermans,Person
Index,Unmatched (Index),"Wynne, Giustiniana (Mme Rosenberg)",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Giustiniana Wynne,Person
Index,Unmatched (Index),Würzburg Residenz,E53 Place,,,,UVWXYZ,Unmatched Index Entry,Würzburg Residenz,Place
Index,Unmatched (Index),"Xavier, St Francis",E21 Person,,,,UVWXYZ,Unmatched Index Entry,St Francis Xavier,Person
Index,Unmatched (Index),"Zaguri, Pietro",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Pietro Zaguri,Person
Index,Unmatched (Index),"Zambeccari, Marchesa Eleonora",E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry,Eleonora Zambeccari,Person (Reclassified)
Index,Unmatched (Index),Zambelli family,E74 Group,,,,UVWXYZ,Unmatched Index Entry,Zambelli family,Place
Index,Unmatched (Index),"Zambelli, Dr Paola",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Paola Zambelli,Person
Index,Unmatched (Index),"Zanetti, A. M., the Elder",E21 Person,,,,UVWXYZ,Unmatched Index Entry,"A. M., the Elder Zanetti",Person
Index,Unmatched (Index),"Zanetti, A. M., the Younger",E21 Person,,,,UVWXYZ,Unmatched Index Entry,"A. M., the Younger Zanetti",Person
Index,Unmatched (Index),"Zanetti, Domenico",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Domenico Zanetti,Person
Index,Unmatched (Index),"Zanotti, F. M.",E21 Person,,,,UVWXYZ,Unmatched Index Entry,F. M. Zanotti,Person
Index,Unmatched (Index),"Zen, Procurator Alessandro",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Procurator Alessandro Zen,Person
Index,Unmatched (Index),Zenobio family,E74 Group,,,,UVWXYZ,Unmatched Index Entry,Zenobio family,Place
Index,Unmatched (Index),Zenobio palace,E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry,Palazzo Zenobio,Place (Reclassified)
Index,Unmatched (Index),"Zuccari, Federigo",E21 Person,,,,UVWXYZ,Unmatched Index Entry,Federigo Zuccari,Person
Index,Unmatched (Index),"den Einden, Ferdinand van",E21 Person,,,,D,Unmatched Index Entry,Ferdinand van den Einden,Person
Index,Unmatched (Index),"den Einden, Jan van",E21 Person,,,,D,Unmatched Index Entry,Jan van den Einden,Person
Manual,Unmatched (Manual),,,,A308,,work-English_table.csv,Unmatched Manual & Non-Q ID,,
Manual,Unmatched (Manual),,,,A315,,work-English_table.csv,Unmatched Manual & Non-Q ID,,
Manual,Unmatched (Manual),,,,A331,,work-English_table.csv,Unmatched Manual & Non-Q ID,,
Manual,Unmatched (Manual),,,,A8,,work-English_table.csv,Unmatched Manual & Non-Q ID,,
Manual,Unmatched (Manual),,,A.M. Zanetti the Elder with Marchese Gerini,A2,,work-English_table.csv,Unmatched Manual & Non-Q ID,A.M. Zanetti the Elder with Gerini,Person (Reclassified)
Manual,Unmatched (Manual),,,Abigail giving Presents to David,A3,,work-English_table.csv,Unmatched Manual & Non-Q ID,Abigail giving Presents to David,Work
Manual,Unmatched (Manual),,,Academy at Parma,G35,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Academy at Parma,Place
Manual,Unmatched (Manual),,,Accademia dei Cacadubbi,G33,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Accademia dei Cacadubbi,Place
Manual,Unmatched (Manual),,,Accbremia Albrizziana,G94,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Accbremia Albrizziana,Place
Manual,Unmatched (Manual),,,Achille Bosisio,R1,,name-English_table.csv,Unmatched Manual & Non-Q ID,Achille Bosisio,Person
Manual,Unmatched (Manual),,,Addison,A4,,work-English_table.csv,Unmatched Manual & Non-Q ID,Addison,Work
Manual,Unmatched (Manual),,,Adoration of the Magi,A5,,work-English_table.csv,Unmatched Manual & Non-Q ID,Adoration of the Magi,Work
Manual,Unmatched (Manual),,,Aedes Barberina ad Quirinalem,A7,,work-English_table.csv,Unmatched Manual & Non-Q ID,Aedes Barberina ad Quirinalem,Work
Manual,Unmatched (Manual),,,Aeneid,A416,,work-English_table.csv,Unmatched Manual & Non-Q ID,Aeneid,Work
Manual,Unmatched (Manual),,,Albergo del Moretto,G8,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Albergo del Moretto,Place
Manual,Unmatched (Manual),,,Alberto Vecchi,R2,,name-English_table.csv,Unmatched Manual & Non-Q ID,Alberto Vecchi,Person
Manual,Unmatched (Manual),,,Alessandro Vasalli,R3,,name-English_table.csv,Unmatched Manual & Non-Q ID,Alessandro Vasalli,Person
